fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2018-05-26,USD,2368000000,124000000,None,946000000,-11000000,741000000,758000000,123000000,-134000000,2018000000,1349000000,-3373000000,-2120000000,1809000000,1809000000,None,110000000,110000000,None,10000000,1010000000,None,-1799000000,None,344000000,None,2026000000,KR
2018-02-03,USD,359000000,187000000,None,-767000000,-459000000,565000000,672000000,-16000000,-443000000,853000000,-672000000,308000000,741000000,341000000,341000000,None,110000000,110000000,None,20000000,20000000,None,-321000000,None,-5000000,None,854000000,KR
2017-11-04,USD,-271000000,127000000,None,454000000,600000000,573000000,615000000,-20000000,620000000,389000000,-585000000,389000000,1380000000,262000000,262000000,None,112000000,112000000,None,3000000,1000000,None,-259000000,None,-467000000,None,397000000,KR
2017-08-12,USD,1016000000,143000000,None,8000000,147000000,562000000,705000000,124000000,23000000,351000000,-706000000,153000000,-880000000,258000000,258000000,None,110000000,110000000,None,11000000,1501000000,None,-247000000,None,463000000,None,353000000,KR
2017-05-20,USD,2309000000,199000000,None,327000000,-326000000,736000000,817000000,-149000000,-177000000,297000000,-744000000,-1531000000,-545000000,772000000,772000000,None,111000000,111000000,None,17000000,1000000,None,-755000000,None,34000000,None,303000000,KR
2017-01-28,USD,816000000,652000000,None,-473000000,-258000000,572000000,674000000,158000000,-416000000,502000000,-602000000,-266000000,-765000000,365000000,365000000,None,113000000,113000000,None,17000000,996000000,None,-348000000,None,-52000000,None,506000000,KR
2021-09-30,USD,484000000,None,None,None,None,241000000,79000000,None,154000000,479000000,93000000,-1476000000,None,1325000000,0,None,202000000,202000000,None,None,None,None,0,None,479000000,None,481000000,LHX
2021-06-30,USD,720000000,None,None,None,None,236000000,64000000,None,15000000,413000000,1368000000,-1037000000,None,850000000,0,None,207000000,207000000,None,None,None,None,0,None,413000000,None,413000000,LHX
2021-03-31,USD,661000000,10000000,None,-66000000,83000000,248000000,64000000,-213000000,-61000000,466000000,-61000000,-900000000,None,700000000,700000000,None,209000000,209000000,None,None,0,None,-690000000,None,-300000000,None,468000000,LHX
2020-12-31,USD,698000000,None,None,None,None,249000000,174000000,-215000000,79000000,184000000,-47000000,-739000000,None,440000000,None,None,179000000,179000000,None,None,None,None,-440000000,None,-88000000,None,193000000,LHX
2020-09-30,USD,757000000,None,None,106000000,144000000,262000000,86000000,-24000000,36000000,430000000,-47000000,-1331000000,None,1150000000,1150000000,None,179000000,179000000,None,None,None,None,-1148000000,None,-2098000000,None,426000000,LHX
2020-06-30,USD,802000000,None,None,-291000000,-395000000,-386000000,60000000,-105000000,-135000000,278000000,903000000,-430000000,None,0,0,None,184000000,184000000,None,None,None,None,4000000,None,-1062000000,None,283000000,LHX
2020-03-31,USD,533000000,None,None,131000000,263000000,234000000,48000000,164000000,-40000000,194000000,-58000000,-612000000,None,700000000,700000000,None,183000000,183000000,None,None,None,None,-667000000,None,194000000,None,217000000,LHX
2019-12-31,USD,858000000,215000000,None,-341000000,-251000000,363000000,89000000,-43000000,-83000000,399000000,-94000000,-957000000,None,750000000,750000000,None,160000000,160000000,None,None,None,None,-736000000,None,-193000000,None,393000000,LHX
2019-09-30,USD,81000000,83000000,None,37000000,4000000,79000000,84000000,-31000000,-75000000,435000000,1414000000,-1014000000,None,750000000,750000000,None,177000000,177000000,None,None,None,None,-655000000,None,481000000,None,429000000,LHX
2019-06-30,USD,311000000,None,None,-6000000,-73000000,156000000,57000000,22000000,-21000000,268000000,-55000000,-59000000,None,0,0,None,81000000,81000000,None,None,None,None,26000000,None,196000000,-1000000,268000000,LHX
2019-03-31,USD,405000000,None,None,63000000,19000000,34000000,37000000,-41000000,8000000,243000000,-37000000,-380000000,None,0,0,None,81000000,81000000,None,None,None,None,6000000,None,-9000000,3000000,243000000,LHX
2018-12-31,USD,352000000,None,None,109000000,32000000,33000000,36000000,62000000,11000000,225000000,-36000000,-273000000,None,0,0,None,81000000,81000000,None,None,None,None,3000000,None,38000000,-5000000,225000000,LHX
2018-09-30,USD,117000000,None,None,-103000000,57000000,35000000,31000000,-34000000,3000000,213000000,-31000000,-69000000,None,200000000,200000000,None,82000000,82000000,None,None,None,None,-185000000,None,17000000,0,213000000,LHX
2018-06-30,USD,521000000,8000000,None,83000000,-46000000,153000000,57000000,-8000000,-17000000,198000000,-60000000,-609000000,None,75000000,75000000,None,67000000,67000000,None,None,None,None,-72000000,None,-155000000,-7000000,213000000,LHX
2018-03-31,USD,-143000000,None,None,39000000,121000000,33000000,36000000,101000000,13000000,201000000,-36000000,198000000,None,47000000,47000000,None,68000000,68000000,None,None,None,None,-34000000,None,21000000,2000000,196000000,LHX
2017-12-31,USD,278000000,None,None,36000000,-18000000,36000000,20000000,-64000000,-1000000,139000000,-22000000,-220000000,None,75000000,75000000,None,68000000,68000000,None,None,None,None,-71000000,None,34000000,-2000000,131000000,LHX
2017-09-30,USD,95000000,None,None,-76000000,139000000,37000000,23000000,83000000,24000000,161000000,-23000000,-174000000,None,75000000,75000000,None,69000000,69000000,None,None,None,None,-61000000,None,-96000000,6000000,159000000,LHX
2017-06-30,USD,80000000,665000000,None,151000000,-151000000,202000000,40000000,-97000000,6000000,121000000,599000000,-496000000,None,250000000,250000000,None,63000000,63000000,None,None,0,None,-246000000,None,182000000,-1000000,131000000,LHX
2017-03-31,USD,194000000,40000000,None,15000000,87000000,35000000,30000000,111000000,-24000000,85000000,345000000,-601000000,None,360000000,360000000,None,65000000,65000000,None,None,0,None,-337000000,None,-59000000,3000000,85000000,LHX
2016-12-31,USD,252000000,39000000,None,-84000000,-112000000,36000000,28000000,-164000000,52000000,177000000,-28000000,-140000000,None,0,0,None,66000000,66000000,None,None,None,None,12000000,None,77000000,-7000000,177000000,LHX
2021-09-30,USD,767300000,None,None,78900000,159800000,186100000,117800000,129400000,-11000000,587800000,-407300000,-281700000,0,300000000,300000000,None,None,None,None,None,0,None,-300000000,None,587800000,-5000000,587300000,LH
2021-06-30,USD,487200000,None,None,-27400000,-126400000,187100000,97200000,-118300000,12800000,468000000,-90400000,-325400000,0,300000000,300000000,None,None,None,None,None,0,None,-300000000,None,468000000,1000000,467400000,LH
2021-03-31,USD,1157600000,None,None,-16900000,-90100000,183900000,95400000,-146700000,4700000,770100000,-132400000,-450100000,0,68500000,68500000,None,None,None,None,None,0,None,-68500000,None,570000000,-5100000,769600000,LH
2020-12-31,USD,774600000,None,None,-22600000,536600000,183900000,99400000,366500000,49100000,938600000,-128000000,-1000000,0,0,0,None,None,None,None,None,-151700000,None,17500000,None,653600000,8000000,938300000,LH
2020-09-30,USD,786200000,None,None,106200000,478800000,152300000,77200000,422700000,49100000,703700000,-285200000,-396700000,0,0,0,None,None,None,None,None,0,None,0,None,703700000,5900000,703400000,LH
2020-06-30,USD,370700000,None,None,-32400000,222600000,143900000,98500000,170900000,87800000,231600000,-123400000,-16900000,0,0,0,None,None,None,None,None,0,None,0,None,231600000,3000000,231600000,LH
2020-03-31,USD,203800000,None,None,-56500000,-33100000,144600000,106600000,-46700000,10600000,-316900000,-106600000,-102800000,-151700000,100000000,100000000,None,None,None,None,None,151700000,None,-100000000,None,-13900000,-8300000,-317200000,LH
2019-12-31,USD,569800000,54900000,None,15400000,-53600000,155800000,128200000,-80200000,7400000,227300000,-152100000,-449400000,0,50000000,50000000,None,None,None,None,None,-273000000,None,-22400000,None,-23600000,8100000,227100000,LH
2019-09-30,USD,455600000,63000000,None,80800000,76300000,144300000,92600000,53200000,12800000,221000000,-239700000,-115000000,-88500000,100000000,100000000,None,300000,300000,None,None,53500000,None,-100000000,None,95700000,-5200000,-317200000,LH
2019-06-30,USD,253500000,None,None,-80200000,-3500000,141600000,85200000,300000,5100000,190700000,-750800000,414900000,-251300000,199900000,199900000,None,300000,300000,None,None,1136300000,None,-199900000,None,-83400000,-1000000,190400000,LH
2019-03-31,USD,165800000,None,None,-28800000,80200000,135500000,94200000,90800000,-3400000,185900000,-140500000,-103200000,-133200000,100100000,100100000,None,200000,200000,None,None,133200000,None,-100100000,None,-78000000,-100000,185600000,LH
2018-12-31,USD,486400000,1800000,None,123200000,623700000,137700000,122200000,-58700000,10100000,158200000,-146900000,-802900000,0,400000000,400000000,None,300000,300000,None,None,0,None,-362500000,None,-465800000,-2400000,157900000,LH
2018-09-30,USD,251900000,25300000,None,11400000,-566700000,133100000,97900000,21700000,4100000,319000000,549900000,-128900000,-54500000,150000000,150000000,None,200000,200000,None,None,-394700000,None,-150000000,None,671200000,-1700000,318800000,LH
2018-06-30,USD,387400000,1800000,None,-57700000,-139200000,138500000,87200000,-89600000,6100000,234100000,-122000000,-393100000,-180000000,75000000,75000000,None,300000,300000,None,None,165000000,None,-75000000,None,-140300000,-12600000,233800000,LH
2018-03-31,USD,179700000,None,None,-33600000,108800000,142800000,72500000,76400000,-1400000,172500000,-74300000,-65000000,-214700000,75000000,75000000,None,5600000,5600000,None,None,229700000,None,-75000000,None,45100000,4700000,173200000,LH
2017-12-31,USD,565000000,None,None,65000000,-106600000,145000000,96300000,-113100000,10000000,690200000,-178300000,-480300000,0,40000000,40000000,None,200000,200000,None,None,0,None,3900000,None,-92400000,1200000,687800000,LH
2017-09-30,USD,396700000,None,None,67500000,41000000,133100000,75300000,31500000,5700000,174300000,-1313500000,1018600000,-883000000,42100000,42100000,None,300000,300000,None,None,450300000,None,-42100000,None,109300000,7500000,171500000,LH
2017-06-30,USD,310500000,None,None,-8200000,37800000,127000000,70400000,34100000,5600000,185100000,-491400000,106800000,0,108000000,108000000,None,200000,200000,None,None,520000000,None,-108000000,None,-65700000,8400000,184800000,LH
2017-03-31,USD,225900000,0,None,-19700000,74900000,128100000,73400000,57900000,-4900000,183300000,-245500000,-51900000,0,148000000,148000000,None,300000,300000,None,None,229700000,None,-148000000,None,-68100000,3400000,183000000,LH
2016-12-31,USD,470100000,23000000,None,54100000,-44200000,130300000,74300000,-50000000,4800000,164300000,-219600000,-369300000,0,43900000,43900000,None,400000,400000,None,None,0,None,0,None,-134000000,-15200000,184400000,LH
2021-09-30,USD,457524000,None,None,None,None,20118000,136427000,None,15518000,1179744000,596693000,-1427592000,0,1236753000,1236753000,None,185431000,185431000,None,742000,None,None,-1236011000,0,-373375000,None,1179744000,LRCX
2021-06-30,USD,1435935000,None,None,None,None,256553000,104622000,-928928000,-842339000,1144657000,689061000,-1381774000,0,431255000,431255000,None,185385000,185385000,None,851000,None,None,-374074000,56330000,750437000,7215000,1144657000,LRCX
2021-03-31,USD,1165080000,None,None,None,None,19312000,89596000,None,10134000,1071121000,115936000,-1288406000,0,1094571000,1094571000,None,186551000,186551000,None,9626000,None,None,-1084945000,0,1126867000,None,1071121000,LRCX
2020-12-31,USD,344637000,None,None,None,None,19014000,92072000,None,49748000,869229000,69940000,-865317000,None,723297000,723297000,None,187927000,187927000,None,8108000,None,None,-673755000,0,921338000,None,869229000,LRCX
2020-09-30,USD,642511000,None,None,None,None,18222000,62806000,None,29019000,823451000,-801666000,-631485000,None,448581000,448581000,None,167129000,167129000,None,5538000,None,None,-443043000,None,-790640000,None,823451000,LRCX
2020-06-30,USD,813048000,191382000,None,None,None,217929000,50554000,-641827000,-225284000,696673000,-430209000,563400000,0,41017000,41017000,None,167739000,167739000,None,1869000,None,None,7844000,46992000,943489000,-2750000,696673000,LRCX
2020-03-31,USD,541428000,11346000,None,None,None,18856000,51375000,None,6683000,574781000,169772000,225462000,0,245433000,245433000,None,163510000,163510000,None,1714000,None,None,-243719000,0,622195000,None,574781000,LRCX
2019-12-31,USD,307928000,10538000,None,None,None,18965000,62054000,None,13475000,514510000,-734329000,-1150696000,0,1005067000,1005067000,None,166721000,166721000,None,632000,None,None,-965988000,0,560235000,None,514510000,LRCX
2019-09-30,USD,464047000,8846000,None,None,None,18803000,39256000,None,13997000,465789000,750682000,-262096000,0,78132000,78132000,None,158868000,158868000,None,3869000,None,None,-74263000,None,952633000,None,465789000,LRCX
2019-06-30,USD,880487000,None,None,None,None,202206000,65948000,732138000,281355000,541825000,-623483000,-1527856000,-300000000,1108560000,1108560000,None,164873000,164873000,None,1694000,None,None,-1061825000,45041000,-1274893000,991000,541825000,LRCX
2019-03-31,USD,932821000,None,None,None,None,37911000,75522000,None,281355000,547390000,-1008171000,1643522000,297850000,934637000,934637000,None,171196000,171196000,None,5010000,None,None,-929627000,0,600630000,None,547390000,LRCX
2018-12-23,USD,642419000,None,None,None,None,37516000,105923000,None,8110000,568855000,666931000,-515553000,-359518000,1519000,1519000,None,167907000,167879000,None,109000,None,None,31510000,0,791076000,-2721000,568855000,LRCX
2018-09-23,USD,720286000,None,None,None,None,37645000,56098000,None,25613000,533374000,-672331000,-1990193000,-86000,1735895000,1735895000,None,174372000,174400000,None,0,None,None,-1735895000,None,-1944549000,-2311000,533360000,LRCX
2018-06-30,USD,718358000,None,None,None,None,206459000,79655000,-501628000,-701008000,1021141000,1260994000,-2160769000,359604000,1306309000,1306309000,None,82005000,82000000,None,2626000,None,None,-1262116000,None,-186738000,-5607000,1021146000,LRCX
2018-03-31,USD,1050379000,None,None,None,None,44221000,49057000,None,8901000,778800000,2086467000,-186462000,0,80105000,80105000,None,79739000,79700000,None,2517000,None,None,-77588000,None,2954043000,4041000,778800000,LRCX
2017-12-31,USD,28704000,None,None,None,None,44754000,84693000,None,18125000,-9955000,-294874000,-396022000,0,1111450000,1111450000,None,73127000,73200000,None,3073000,None,None,-1074320000,None,-661350000,842000,-9955000,LRCX
2017-09-30,USD,858306000,None,None,None,None,43888000,60064000,None,11852000,590720000,-304051000,-528804000,0,155385000,155385000,None,72738000,72700000,None,1042000,None,None,-154343000,None,28768000,3317000,590690000,LRCX
2017-06-30,USD,-236716000,None,None,None,None,197114000,34811000,-411287000,-307875000,526385000,64886000,-539809000,None,525778000,525778000,None,73709000,73700000,None,369000,None,None,-502289000,None,248964000,399000,526424000,LRCX
2017-03-31,USD,610003000,None,None,None,None,44736000,44116000,None,12144000,574680000,-467250000,-333819000,None,216372000,216372000,None,73337000,73400000,None,7964000,None,None,-191185000,None,-375390000,2991000,574713000,LRCX
2016-12-31,USD,365046000,None,None,None,None,44804000,36513000,None,10409000,332791000,-2027217000,-1729258000,None,67668000,67668000,None,48397000,48300000,None,3121000,None,None,-64547000,None,-3357741000,-5364000,332791000,LRCX
2021-11-28,USD,45700000,None,None,61400000,141800000,47600000,69200000,22600000,144700000,32500000,-68800000,-143500000,0,None,None,None,34300000,34300000,None,None,0,None,-49600000,None,81700000,None,32500000,LW
2021-08-29,USD,161800000,None,None,21800000,-41300000,47300000,78900000,35100000,-43400000,29800000,-78800000,-75800000,0,None,None,None,34400000,34400000,None,None,0,None,-33400000,None,7200000,None,29800000,LW
2021-05-30,USD,178400000,None,None,25300000,-69600000,45500000,56600000,-9400000,-58600000,65500000,-56300000,-54100000,0,None,None,None,34400000,34400000,None,None,0,None,-13200000,None,68000000,None,65500000,LW
2021-02-28,USD,56000000,None,None,-25600000,20500000,47600000,53000000,21900000,-59700000,66100000,-52900000,-52700000,0,None,None,None,33700000,33700000,None,None,0,None,-13100000,None,116700000,None,66100000,LW
